Date,PE_ratio,CAPE
1969-11-30,16.540391667397323,18.437760084691057
1969-12-31,15.762975778546712,17.3269299137427
1970-01-31,15.760907504363,17.09054139514022
1970-02-28,15.345070422535212,16.372586787159864
1970-03-31,15.74600355239787,16.531690813943623
1970-04-30,15.36651690495644,15.873067819354068
1970-05-31,13.688054176332226,13.983836060789194
1970-06-30,13.693840579710146,13.799691797725185
1970-07-31,13.851211066334717,13.726499744359776
1970-08-31,14.394097533311289,14.100456516815452
1970-09-30,15.406716417910447,14.842661145242232
1970-10-31,15.969095248640535,15.064185404089631
1970-11-30,16.186929457791642,14.950761908791737
1970-12-31,17.553606237816766,15.873840687205748
1971-01-31,18.118217054263564,16.46179394349194
1971-02-28,18.710982658959537,17.03453478150213
1971-03-31,19.080459770114942,17.402902607188878
1971-04-30,19.606611425514863,17.92411044795961
1971-05-31,19.218146772921326,17.56415327969939
1971-06-30,18.74436090225564,17.08316688007071
1971-07-31,18.48163131199047,16.889414708693362
1971-08-31,18.029677397822866,16.519449443051574
1971-09-30,18.30570902394107,16.856792547836005
1971-10-31,17.625000000000004,16.42886270915948
1971-11-30,16.538324420677363,15.63871265432665
1971-12-31,17.398245614035087,16.60355721292534
1972-01-31,18.00696222721544,17.26299679703518
1972-02-29,18.22171952755169,17.464147605486176
1972-03-31,18.53700516351119,17.805643849614945
1972-04-30,18.55600827516104,17.915161678498304
1972-05-31,18.202806646306115,17.662646200372556
1972-06-30,18.090452261306535,17.640857315740256
1972-07-31,17.787600781194257,17.39869003113817
1972-08-31,18.246585340594706,17.943404688029805
1972-09-30,17.817589576547235,17.613854552912112
1972-10-31,17.58289710315353,17.53318385415856
1972-11-30,18.192824977436786,18.338894714968063
1972-12-31,18.302180685358255,18.645719442073684
1973-01-31,18.08553050634903,18.712530467302436
1973-02-28,17.112895660787043,17.889889599193758
1973-03-31,16.529411764705884,17.41214205829034
1973-04-30,15.885749345054895,16.935740066050826
1973-05-31,15.12699194403013,16.314338759668573
1973-06-30,14.49515905947441,15.808323047681984
1973-07-31,14.329577575430056,15.889518573988786
1973-08-31,13.772660870119031,15.278501094706124
1973-09-30,13.732119635890767,15.475308601805564
1973-10-31,13.993197114189842,15.913516308933389
1973-11-30,12.744695020697634,14.651845159710572
1973-12-31,11.615196078431373,13.493329686205888
1974-01-31,11.682734326282688,13.530721892513949
1974-02-28,11.26809134569588,12.957321280205388
1974-03-31,11.655502392344498,13.310364239140162
1974-04-30,10.894732562948718,12.550411048540905
1974-05-31,10.410607744043245,11.99543694732966
1974-06-30,10.273455377574372,11.888498820078999
1974-07-31,8.94810415498464,10.39414180532705
1974-08-31,8.460308434603697,9.824195723141194
1974-09-30,7.4774972557628985,8.680421305646334
1974-10-31,7.684246520012349,8.744983833809584
1974-11-30,8.003721831060554,8.948984512755604
1974-12-31,7.544431946006748,8.289060055923082
1975-01-31,8.298897559625452,8.920995508404248
1975-02-28,9.317561334795915,9.762246716166471
1975-03-31,9.914792899408285,10.163796767444035
1975-04-30,10.223648341251671,10.23307613660592
1975-05-31,11.091510501235332,10.81813911933581
1975-06-30,11.608040201005027,11.011354609247661
1975-07-31,11.717488056371645,10.902767048238575
1975-08-31,10.951017482530885,10.089769593328016
1975-09-30,10.911082474226804,9.918905356559423
1975-10-31,11.316434703392375,10.327599777501112
1975-11-30,11.410900089062537,10.435859457947897
1975-12-31,11.143216080402011,10.250368416256839
1976-01-31,11.821811156147746,11.18505136262215
1976-02-29,11.938286416817082,11.586092994449693
1976-03-31,11.674364896073902,11.631754403566513
1976-04-30,11.505452952407621,11.68916413220637
1976-05-31,11.178207355746448,11.532053585609427
1976-06-30,11.005405405405405,11.543841631417108
1976-07-31,11.144385026737968,11.75749048868991
1976-08-31,10.931216931216932,11.597986002509254
1976-09-30,11.047120418848166,11.805990949539794
1976-10-31,10.537745604963806,11.345696136316702
1976-11-30,10.337078651685394,11.248855860507968
1976-12-31,10.565085771947528,11.597589726582946
1977-01-31,10.414712235882195,11.437961346787558
1977-02-28,10.07652170442868,11.014841854222778
1977-03-31,9.98015873015873,10.895746511662741
1977-04-30,9.717167158820008,10.63603740914136
1977-05-31,9.582116487333483,10.548486693556999
1977-06-30,9.528790786948177,10.530023959090757
1977-07-31,9.527703557199501,10.567692447775407
1977-08-31,9.210141991651984,10.268385666710998
1977-09-30,8.985060690943044,10.067742820070704
